file,recon,ssim,ssim11,ssim_norm,ssim_norm11,ssim_mean_baseline,ncc,l2,clipped_fraction,pre_clamp_min,pre_clamp_max,ctrl_ssim,ctrl_ssim11,ctrl_ssim_norm,ctrl_margin,ctrl_margin_norm,weight_change,delta_w_effective_rank,feature_stability,ntk_passed,finetune_activation,loss_type,n_steps,rank,seed,lr,n_per_class,anchor_alpha,dataset,source,finetune_optimizer,verify_weight
exp_b_T1_r8_s42_a149_softplus_npc2.pth,lora,0.284967839717865,0.23717692494392395,0.507941484451294,0.39970582723617554,0.6738914847373962,1440.4007568359375,10.246262550354004,0.4642857015132904,-1.000025859821472,1.7460898360430213,0.23540225625038147,0.18333786725997925,0.3455831706523895,0.04956558346748352,0.16235831379890442,0.03241907541659827,2,0.9942247430894895,False,softplus,l2,1,8,42,0.01,2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_softplus_npc2_lr0.005.pth,lora,0.2987465262413025,0.24773095548152924,0.5151205658912659,0.4075321555137634,0.6738914847373962,1434.2850341796875,9.996636390686035,0.45790815353393555,-1.0000076088694985,1.7460812281020384,0.24900446832180023,0.19279509782791138,0.35232946276664734,0.04974205791950226,0.16279110312461853,0.016209537708299134,2,0.9985555596408291,False,softplus,l2,1,8,42,0.005,2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_softplus_npc2_lr0.02.pth,lora,0.2834342122077942,0.2361236810684204,0.5071642398834229,0.3989403247833252,0.6738914847373962,1440.9779052734375,10.270389556884766,0.46683672070503235,-1.0001034716019404,1.7461236258781316,0.2337946593761444,0.18229304254055023,0.34491458535194397,0.04963955283164978,0.16224965453147888,0.06483815083319654,2,0.9771131491782176,False,softplus,l2,1,8,42,0.02,2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_softplus_npc2_lr0.05.pth,lora,0.2822783291339874,0.23557716608047485,0.5070644021034241,0.3987876772880554,0.6738914847373962,1441.1419677734375,10.275575637817383,0.4681122303009033,-1.0006460023011496,1.7463611755766093,0.2327648401260376,0.18179838359355927,0.3447684943675995,0.04951348900794983,0.16229590773582458,0.16209537708299135,2,0.8764668118152061,False,softplus,l2,1,8,42,0.05,2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_softplus_npc2_lr0.1.pth,lora,0.28225618600845337,0.23557063937187195,0.5071297287940979,0.39881497621536255,0.6738914847373962,1441.0501708984375,10.277446746826172,0.4681122303009033,-1.0025840464720308,1.7472082757838676,0.232733815908432,0.18180641531944275,0.3448101580142975,0.04952237010002136,0.16231957077980042,0.32419075416598275,2,0.6915903670489965,False,softplus,l2,1,8,42,0.1,2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_softplus_npc4.pth,lora,0.23605112731456757,0.1916670799255371,0.47978103160858154,0.3634827136993408,0.566837728023529,1480.48046875,12.061683654785156,0.47177934646606445,-1.0000162930296594,1.7196114421430844,0.21283160150051117,0.16761168837547302,0.4213819205760956,0.023219525814056396,0.05839911103248596,0.031254699611084756,4,0.9944617967698277,False,softplus,l2,1,8,42,0.01,4,0.0,mnist,,,
exp_b_T1_r8_s42_a149_softplus_npc4_lr0.005.pth,lora,0.25113892555236816,0.202945739030838,0.49197977781295776,0.3747192621231079,0.566837728023529,1475.767822265625,11.690191268920898,0.46173468232154846,-1.0000068862477147,1.7196091208729323,0.22769883275032043,0.17825660109519958,0.43281763792037964,0.02344009280204773,0.059162139892578125,0.015627349805542378,4,0.998615142932711,False,softplus,l2,1,8,42,0.005,4,0.0,mnist,,,
exp_b_T1_r8_s42_a149_softplus_npc4_lr0.02.pth,lora,0.21043038368225098,0.17714911699295044,0.4593691825866699,0.34289711713790894,0.566837728023529,1480.679443359375,12.568122863769531,0.48533162474632263,-1.0000651355229888,1.719622133390338,0.18670813739299774,0.1516740918159485,0.3984107971191406,0.023722246289253235,0.0609583854675293,0.06250939922216951,4,0.9780263970393541,False,softplus,l2,1,8,42,0.02,4,0.0,mnist,,,
exp_b_T1_r8_s42_a149_softplus_npc4_lr0.05.pth,lora,0.17788702249526978,0.16758102178573608,0.3685404062271118,0.2960027754306793,0.566837728023529,1464.5418701171875,13.41122817993164,0.4915497303009033,-1.0004092676209386,1.719693596788252,0.15529465675354004,0.14141960442066193,0.312054306268692,0.022592365741729736,0.0564860999584198,0.15627349805542382,4,0.8805044112076761,False,softplus,l2,1,8,42,0.05,4,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_softplus_npc4_lr0.1.pth,lora,0.17257358133792877,0.1658148169517517,0.3565994203090668,0.2939924895763397,0.566837728023529,1457.24755859375,13.642539024353027,0.4964923560619354,-1.0016372708478707,1.7199485277829463,0.14974726736545563,0.13981835544109344,0.30376970767974854,0.022826313972473145,0.05282971262931824,0.31254699611084763,4,0.6982527846256589,False,softplus,l2,1,8,42,0.1,4,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_softplus_npc5.pth,lora,0.2249109447002411,0.18025082349777222,0.4654446542263031,0.3498993217945099,0.563728928565979,1481.6734619140625,12.110766410827637,0.4749999940395355,-1.0000016879891789,1.7678433708300378,0.21169805526733398,0.17712904512882233,0.4151637554168701,0.013212889432907104,0.05028089880943298,0.02994588998935693,5,0.9945672865432442,False,softplus,l2,1,8,42,0.01,5,0.0,mnist,,,
exp_b_T1_r8_s42_a149_softplus_npc5_lr0.02.pth,lora,0.2192608118057251,0.17430409789085388,0.4616090655326843,0.3449036777019501,0.563728928565979,1509.180908203125,12.353606224060059,0.4783163368701935,-1.0000063095459653,1.7678442694009457,0.21285152435302734,0.17688167095184326,0.4185729920864105,0.006409287452697754,0.043036073446273804,0.05989177997871386,5,0.9784374141416698,False,softplus,l2,1,8,42,0.02,5,0.0,mnist,,,
exp_b_T1_r8_s42_a149_softplus_npc8.pth,lora,0.1860288381576538,0.14099149405956268,0.42475995421409607,0.3008396625518799,0.44787657260894775,1532.7989501953125,12.948640823364258,0.45408162474632263,-1.0000025334829752,1.7264766777193608,0.18242058157920837,0.14310838282108307,0.4090879559516907,0.0036082565784454346,0.015671998262405396,0.025632392034988523,8,0.9960810762177309,False,softplus,l2,1,8,42,0.01,8,0.0,mnist,all,sgd,1.0
