file,recon,ssim,ssim11,ssim_norm,ssim_norm11,ssim_mean_baseline,ncc,l2,clipped_fraction,pre_clamp_min,pre_clamp_max,ctrl_ssim,ctrl_ssim11,ctrl_ssim_norm,ctrl_margin,ctrl_margin_norm,weight_change,delta_w_effective_rank,feature_stability,ntk_passed,n_steps,rank,seed,finetune_activation,lr,n_per_class,loss_type,anchor_alpha,dataset,source,finetune_optimizer,verify_weight
exp_b_T1_flowers32_r16_s42_a149_softplus.pth,full,0.759905219078064,0.7717543840408325,0.7552022933959961,0.767297625541687,0.6463707089424133,3109.7890625,3.5928115844726562,0.00032552084303461015,-0.014377262656721124,0.9353173735969884,0.4185182452201843,0.4449213147163391,0.40055549144744873,0.34138697385787964,0.35464680194854736,0.02456864728008752,1,0.9887597293088162,False,1,16,42,softplus,0.01,1,l2,0.0,flowers32,all,sgd,1.0
exp_b_T1_flowers32_r16_s42_a149_softplus.pth,lora,0.6644032001495361,0.6898233890533447,0.6591897010803223,0.6929003000259399,0.6463707089424133,3184.761962890625,5.813868045806885,0.0008138020639307797,-0.0345376905167918,0.8829371558011126,0.4047611355781555,0.430449903011322,0.37593549489974976,0.2596420645713806,0.2832542061805725,0.08736345215017907,1,0.9483409599237717,False,1,16,42,softplus,0.01,1,l2,0.0,flowers32,all,sgd,1.0
exp_b_T1_flowers32_r32_s42_a149_softplus.pth,full,0.759905219078064,0.7717543840408325,0.7552022933959961,0.767297625541687,0.6463707089424133,3109.7890625,3.5928115844726562,0.00032552084303461015,-0.014377262656721124,0.9353173735969884,0.4185182452201843,0.4449213147163391,0.40055549144744873,0.34138697385787964,0.35464680194854736,0.02456864728008752,1,0.9887597293088162,False,1,32,42,softplus,0.01,1,l2,0.0,flowers32,all,sgd,1.0
exp_b_T1_flowers32_r32_s42_a149_softplus.pth,lora,0.6250900626182556,0.6586360931396484,0.6144461631774902,0.6578068137168884,0.6463707089424133,3822.066162109375,6.066000938415527,0.0008138020639307797,-0.03453663745212285,0.89093676861729,0.39338788390159607,0.4231407046318054,0.36668476462364197,0.23170217871665955,0.24776139855384827,0.03914951813092522,1,0.9903486978652691,False,1,32,42,softplus,0.01,1,l2,0.0,flowers32,all,sgd,1.0
exp_b_T1_flowers32_r4_s42_a149_softplus.pth,full,0.759905219078064,0.7717543840408325,0.7552022933959961,0.767297625541687,0.6463707089424133,3109.7890625,3.5928115844726562,0.00032552084303461015,-0.014377262656721124,0.9353173735969884,0.4185182452201843,0.4449213147163391,0.40055549144744873,0.34138697385787964,0.35464680194854736,0.02456864728008752,1,0.9887597293088162,False,1,4,42,softplus,0.01,1,l2,0.0,flowers32,all,sgd,1.0
exp_b_T1_flowers32_r4_s42_a149_softplus.pth,lora,0.6426263451576233,0.6802846193313599,0.6318303346633911,0.6763599514961243,0.6463707089424133,3620.7412109375,5.631677627563477,0.0008138020639307797,-0.03453892107480522,0.8968131882819979,0.39541304111480713,0.42859894037246704,0.3705969750881195,0.24721330404281616,0.2612333595752716,0.0898552791331063,1,0.96450357364733,False,1,4,42,softplus,0.01,1,l2,0.0,flowers32,all,sgd,1.0
exp_b_T1_flowers32_r64_s42_a149_softplus.pth,full,0.759905219078064,0.7717543840408325,0.7552022933959961,0.767297625541687,0.6463707089424133,3109.7890625,3.5928115844726562,0.00032552084303461015,-0.014377262656721124,0.9353173735969884,0.4185182452201843,0.4449213147163391,0.40055549144744873,0.34138697385787964,0.35464680194854736,0.02456864728008752,1,0.9887597293088162,False,1,64,42,softplus,0.01,1,l2,0.0,flowers32,all,sgd,1.0
exp_b_T1_flowers32_r64_s42_a149_softplus.pth,lora,0.6416991949081421,0.6727925539016724,0.632620096206665,0.6727845072746277,0.6463707089424133,3588.55029296875,5.922198295593262,0.0008138020639307797,-0.034536911967794015,0.8829370983282353,0.3975454270839691,0.4264262914657593,0.36993953585624695,0.24415376782417297,0.2626805603504181,0.03265918885576986,1,0.9926832076630472,False,1,64,42,softplus,0.01,1,l2,0.0,flowers32,all,sgd,1.0
exp_b_T1_flowers32_r8_s42_a149_celu_lr0.005.pth,lora,0.4679049253463745,0.4821811020374298,0.5026755928993225,0.5094506740570068,0.6463707089424133,3335.094482421875,16.431652069091797,0.2200520783662796,-0.9257771947081463,1.7840760455588756,0.1698479950428009,0.18745429813861847,0.1858542561531067,0.2980569303035736,0.3168213367462158,0.02574886176146013,2,0.9905984772989729,False,1,8,42,celu,0.005,1,l2,0.0,flowers32,all,sgd,1.0
exp_b_T1_flowers32_r8_s42_a149_elu_lr0.005.pth,lora,0.4679049253463745,0.4821811020374298,0.5026755928993225,0.5094506740570068,0.6463707089424133,3335.094482421875,16.431652069091797,0.2200520783662796,-0.9257771947081463,1.7840760455588756,0.1698479950428009,0.18745429813861847,0.1858542561531067,0.2980569303035736,0.3168213367462158,0.02574886176146013,2,0.9905984772989729,False,1,8,42,elu,0.005,1,l2,0.0,flowers32,all,sgd,1.0
