activation,coeff_init,coeff_sign_weight,config_name,control_ssim,error,full_coeff_error,full_ssim,lora_coeff_error,lora_ssim,loss_type,min_coeff,n_per_class,n_steps,rank,seed,task
leaky_relu,sign_aware,5.0,min_coeff=0.10,0.39610156416893005,,,,0.26777876677151746,0.5179242491722107,l2,0.1,1,1,8,999,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.10,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.1,,,full,2026,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.10,0.37806838750839233,,,,0.2426493579962424,0.5281281471252441,l2,0.1,1,1,8,2026,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.10,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.1,,,full,1,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.10,0.3875146210193634,,,,0.2681049438774482,0.552912712097168,l2,0.1,1,1,8,1,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.10,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.1,,,full,13,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.10,0.34587743878364563,,,,0.2718692002691966,0.5533949136734009,l2,0.1,1,1,8,13,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.10,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.1,,,full,37,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.10,0.38471394777297974,,,,0.26933392360566955,0.526951014995575,l2,0.1,1,1,8,37,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.10,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.1,,,full,77,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.10,0.3385956883430481,,,,0.2681762962469878,0.48659181594848633,l2,0.1,1,1,8,77,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.10,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.1,,,full,256,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.10,0.4116456210613251,,,,0.26778400227224797,0.5832422971725464,l2,0.1,1,1,8,256,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.10,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.1,,,full,314,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.10,0.37850266695022583,,,,0.2707474116558753,0.5461909174919128,l2,0.1,1,1,8,314,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.10,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.1,,,full,500,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.10,0.4367552399635315,,,,0.27359510725941394,0.5357816219329834,l2,0.1,1,1,8,500,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.10,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.1,,,full,777,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.10,0.33147042989730835,,,,0.2683925549527929,0.5045877695083618,l2,0.1,1,1,8,777,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.10,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.1,,,full,1234,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.10,0.410957932472229,,,,0.26780802470577275,0.5473461747169495,l2,0.1,1,1,8,1234,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.10,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.1,,,full,2025,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.10,0.3889881372451782,,,,0.2681306123377124,0.5658947229385376,l2,0.1,1,1,8,2025,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.25,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.25,,,full,42,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.25,0.6367953419685364,,,,0.022292365534427233,0.8302083611488342,l2,0.25,1,1,8,42,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.25,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.25,,,full,7,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.25,0.2911387085914612,,,,0.3356671596542861,0.49878937005996704,l2,0.25,1,1,8,7,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.25,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.25,,,full,123,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.25,0.3781924247741699,,,,0.3294854536841202,0.5234516859054565,l2,0.25,1,1,8,123,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.25,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.25,,,full,999,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.25,0.3923282027244568,,,,0.3275119087416551,0.5122656226158142,l2,0.25,1,1,8,999,seed_fix_ablation
,sign_aware,5.0,min_coeff=0.25,,Nothing to run: rank is None and run_baseline is False,,,,,l2,0.25,,,full,2026,seed_fix_ablation
leaky_relu,sign_aware,5.0,min_coeff=0.25,0.35981905460357666,,,,0.30488645030480155,0.5076904296875,l2,0.25,1,1,8,2026,seed_fix_ablation
