file,recon,ssim,ssim11,ssim_norm,ssim_norm11,ssim_mean_baseline,ncc,l2,clipped_fraction,pre_clamp_min,pre_clamp_max,ctrl_ssim,ctrl_ssim11,ctrl_ssim_norm,ctrl_margin,ctrl_margin_norm,weight_change,delta_w_effective_rank,feature_stability,ntk_passed,n_steps,rank,seed,finetune_activation,lr,n_per_class,loss_type,anchor_alpha,dataset,source,finetune_optimizer,verify_weight
exp_b_T1_r8_s42_a149_elu_npc5_lr0.02_vw5.pth,lora,0.1877920925617218,0.1853085160255432,0.4411369264125824,0.35466790199279785,0.563728928565979,1510.357666015625,10.147970199584961,0.40089285373687744,-1.000001339586846,1.7678450360812863,0.16125454008579254,0.15491323173046112,0.34740668535232544,0.02653755247592926,0.09373024106025696,0.04910487753620925,4,0.9935898000708502,False,1,8,42,elu,0.02,5,l2,0.0,mnist,all,sgd,5.0
exp_b_T1_r8_s42_a149_elu_npc5_vw5.pth,lora,0.21565409004688263,0.21218125522136688,0.4903833270072937,0.40582650899887085,0.563728928565979,1522.795166015625,8.498144149780273,0.36454081535339355,-0.9859529600778036,1.7672027393384058,0.18605387210845947,0.16948652267456055,0.3854144215583801,0.029600217938423157,0.10496890544891357,0.024552438768104624,4,0.9983740390935328,False,1,8,42,elu,0.01,5,l2,0.0,mnist,all,sgd,5.0
exp_b_T1_r8_s42_a149_gelu.pth,lora,0.04127294570207596,0.02985425293445587,0.19819709658622742,0.08435560762882233,0.7630242109298706,1329.0765380859375,17.97730255126953,0.5625,-1.000012282920453,1.998044099624291,0.020253609865903854,0.017619838938117027,0.10256896913051605,0.021019335836172104,0.09562812745571136,0.03911104013818542,2,0.9647047550397643,False,1,8,42,gelu,0.01,1,l2,,mnist,,,
exp_b_T1_r8_s42_a149_gelu_lr0.005.pth,lora,0.05081299692392349,0.036881085485219955,0.27841365337371826,0.1299762725830078,0.7630242109298706,1319.994140625,17.182464599609375,0.5325255393981934,-1.0000039469559125,1.9980405839608257,0.027535531669855118,0.02284839190542698,0.15554143488407135,0.023277465254068375,0.12287221848964691,0.01955552006909271,2,0.990901768002272,False,1,8,42,gelu,0.005,1,l2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_gelu_lr0.02.pth,lora,0.038474518805742264,0.027523422613739967,0.1663556545972824,0.06912169605493546,0.7630242109298706,1334.51318359375,18.33829116821289,0.574617326259613,-1.0000506966081864,1.9980599668370151,0.018289078027009964,0.015854258090257645,0.08561184257268906,0.0201854407787323,0.08074381202459335,0.07822208027637084,2,0.8753029384218315,False,1,8,42,gelu,0.02,1,l2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_gelu_lr0.03.pth,lora,0.038059961050748825,0.02715863101184368,0.1601969599723816,0.06636855006217957,0.7630242109298706,1335.3021240234375,18.412052154541016,0.5835459232330322,-1.0001140022008423,1.9980858622532292,0.01798037812113762,0.015575219877064228,0.08231794834136963,0.020079582929611206,0.07787901163101196,0.11733312041455628,2,0.7656592601386689,False,1,8,42,gelu,0.03,1,l2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_gelu_lr0.05.pth,lora,0.03838922828435898,0.027476705610752106,0.1642562448978424,0.06817268580198288,0.7630242109298706,1334.201171875,18.351049423217773,0.5860969424247742,-1.0003155976472253,1.9981671079855294,0.018110154196619987,0.01574135012924671,0.08438430726528168,0.02027907408773899,0.07987193763256073,0.19555520069092713,2,0.5715605038822553,False,1,8,42,gelu,0.05,1,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_lr0.1.pth,lora,0.03837776184082031,0.02748957648873329,0.1649685949087143,0.06846609711647034,0.7630242109298706,1334.129150390625,18.346220016479492,0.5880101919174194,-1.0012634931802094,1.998548237380623,0.018196072429418564,0.015852315351366997,0.08478815853595734,0.02018168941140175,0.08018043637275696,0.39111040138185427,2,0.3267390080655188,False,1,8,42,gelu,0.1,1,l2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_gelu_lr0.3.pth,lora,0.03806540369987488,0.027095139026641846,0.16383787989616394,0.06772232055664062,0.7630242109298706,1334.414306640625,18.407310485839844,0.5918367505073547,-1.0113469917598794,2.002617626353948,0.018209073692560196,0.015673276036977768,0.08427731692790985,0.019856330007314682,0.07956056296825409,1.1733312041455626,2,0.1329017777160192,False,1,8,42,gelu,0.3,1,l2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_gelu_npc16_vw5.pth,lora,0.17823836207389832,0.1780465692281723,0.4851595163345337,0.4040836989879608,0.40075942873954773,1550.050537109375,7.564311981201172,0.25366708636283875,-0.6073294890942146,1.732861739423837,0.16654925048351288,0.16814689338207245,0.4672122895717621,0.011689111590385437,0.017947226762771606,0.0034408664195019886,8,0.9999766317626073,True,1,8,42,gelu,0.01,16,l2,0.0,mnist,all,sgd,5.0
exp_b_T1_r8_s42_a149_gelu_npc2.pth,lora,0.05537942796945572,0.03506295010447502,0.15603497624397278,0.06693530082702637,0.6738914847373962,1485.1539306640625,18.657245635986328,0.6144770383834839,-1.000005590926095,1.7460793816392033,0.03787289932370186,0.019948402419686317,0.07252887636423111,0.01750652864575386,0.08350609987974167,0.018706256020228247,4,0.9966488013742935,False,1,8,42,gelu,0.01,2,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc2_lr0.005.pth,lora,0.16326431930065155,0.1363675892353058,0.3831380605697632,0.24674153327941895,0.6738914847373962,1469.856201171875,12.852279663085938,0.4888392984867096,-0.9999991805882211,1.7459677716209137,0.12249477207660675,0.08618329465389252,0.20190787315368652,0.0407695472240448,0.18123018741607666,0.009353128010114124,4,0.9991590374954387,True,1,8,42,gelu,0.005,2,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc2_lr0.02.pth,lora,0.03845617547631264,0.026038752868771553,0.07560071349143982,0.03206261247396469,0.6738914847373962,1471.02197265625,20.71326446533203,0.641581654548645,-1.0000099911446103,1.7460824541526894,0.0188868660479784,0.009003764018416405,0.036611445248126984,0.019569309428334236,0.038989268243312836,0.037412512040456494,4,0.986878895442493,False,1,8,42,gelu,0.02,2,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc2_lr0.05.pth,lora,0.03552819788455963,0.024520691484212875,0.050154514610767365,0.026793407276272774,0.6738914847373962,1466.935546875,21.704906463623047,0.6715561151504517,-1.0000624963459928,1.746101673236105,0.015903472900390625,0.006864605471491814,0.026206383481621742,0.019624724984169006,0.023948131129145622,0.09353128010114123,4,0.9298856488355085,False,1,8,42,gelu,0.05,2,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc2_lr0.1.pth,lora,0.035423651337623596,0.02438787743449211,0.04905916750431061,0.026585586369037628,0.6738914847373962,1467.90625,21.74785041809082,0.6808035969734192,-1.0002505607475665,1.7461706844062586,0.015618563629686832,0.0063521782867610455,0.02542850561439991,0.019805087707936764,0.023630661889910698,0.18706256020228246,4,0.8138347043185715,False,1,8,42,gelu,0.1,2,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc32_vw5.pth,lora,0.16755467653274536,0.16335850954055786,0.4804934859275818,0.39665383100509644,0.4060277044773102,1562.16796875,7.062029838562012,0.23993542790412903,-0.13021263529810925,0.7725235528444724,0.16109326481819153,0.15594452619552612,0.4560222625732422,0.006461411714553833,0.0244712233543396,0.003318438446649753,8,0.9999846204594859,True,1,8,42,gelu,0.01,32,l2,0.0,mnist,all,sgd,5.0
exp_b_T1_r8_s42_a149_gelu_npc4.pth,lora,0.18157076835632324,0.15413831174373627,0.3844303488731384,0.2743212878704071,0.566837728023529,1553.3336181640625,11.64119815826416,0.4638074040412903,-1.0000020132876137,1.7112133736626205,0.16509422659873962,0.13298511505126953,0.31375861167907715,0.016476541757583618,0.07067173719406128,0.0092875687267097,7,0.9994975873331281,True,1,8,42,gelu,0.01,4,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc4_lr0.005.pth,lora,0.26532673835754395,0.25365912914276123,0.5369907021522522,0.4502674639225006,0.566837728023529,1473.5328369140625,7.360930442810059,0.33338648080825806,-0.7971405629755196,1.604980102685507,0.22147707641124725,0.19351103901863098,0.4363136291503906,0.04384966194629669,0.10067707300186157,0.00464378436335485,7,0.9998743631207885,True,1,8,42,gelu,0.005,4,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc4_lr0.02.pth,lora,0.11880763620138168,0.11228251457214355,0.25527894496917725,0.18908776342868805,0.566837728023529,1552.8310546875,14.828152656555176,0.5204081535339355,-1.0000121531569668,1.7139969681010858,0.10166984051465988,0.08925072103738785,0.23771171271800995,0.017137795686721802,0.017567232251167297,0.0185751374534194,7,0.9979975818685356,False,1,8,42,gelu,0.02,4,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc4_lr0.05.pth,lora,0.07952655851840973,0.061953045427799225,0.16125217080116272,0.10310430824756622,0.566837728023529,1564.4759521484375,19.499666213989258,0.6020408272743225,-1.0000163101013422,1.7196084528752156,0.07238640636205673,0.05242504924535751,0.16728851199150085,0.007140152156352997,-0.006036341190338135,0.04643784363354851,7,0.9879090150597605,False,1,8,42,gelu,0.05,4,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc4_lr0.1.pth,lora,0.05685057491064072,0.041717372834682465,0.13001206517219543,0.067357137799263,0.566837728023529,1557.3021240234375,21.224790573120117,0.6565688848495483,-1.0000647336827724,1.7196102861463163,0.04999697208404541,0.033261287957429886,0.13831867277622223,0.006853602826595306,-0.008306607604026794,0.09287568726709702,7,0.9571753386177028,False,1,8,42,gelu,0.1,4,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc5.pth,lora,0.2360324114561081,0.22137673199176788,0.4940977096557617,0.4001007080078125,0.563728928565979,1535.2747802734375,8.181543350219727,0.36313775181770325,-0.9977563049607648,1.7485328686533395,0.2035016566514969,0.18002572655677795,0.38270530104637146,0.032530754804611206,0.11139240860939026,0.00772391296120951,8,0.9997370352169771,True,1,8,42,gelu,0.01,5,l2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_gelu_npc5_lr0.02.pth,lora,0.17729933559894562,0.17190133035182953,0.3962000906467438,0.31022992730140686,0.563728928565979,1531.208251953125,10.72052001953125,0.4168367385864258,-1.0000002475332013,1.7678429717881992,0.1535162776708603,0.14303123950958252,0.3229721486568451,0.023783057928085327,0.07322794198989868,0.01544782592241902,8,0.9989506101426594,False,1,8,42,gelu,0.02,5,l2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_gelu_npc5_vw5.pth,lora,0.2360324114561081,0.22137673199176788,0.4940977096557617,0.4001007080078125,0.563728928565979,1535.2747802734375,8.181543350219727,0.36313775181770325,-0.9977563049607648,1.7485328686533395,0.2035016566514969,0.18002572655677795,0.38270530104637146,0.032530754804611206,0.11139240860939026,0.00772391296120951,8,0.9997370352169771,True,1,8,42,gelu,0.01,5,l2,0.0,mnist,all,sgd,5.0
exp_b_T1_r8_s42_a149_gelu_npc8.pth,lora,0.1954554170370102,0.1922435760498047,0.4784865975379944,0.39237529039382935,0.44787657260894775,1552.10693359375,7.773175239562988,0.28427934646606445,-0.9517049150415726,1.645287248510622,0.173604354262352,0.16638857126235962,0.4285898506641388,0.021851062774658203,0.04989674687385559,0.004759037182218212,8,0.9999348836032962,True,1,8,42,gelu,0.01,8,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc8_lr0.005.pth,lora,0.18757197260856628,0.19748513400554657,0.4903686046600342,0.42017096281051636,0.44787657260894775,1573.38232421875,6.9467949867248535,0.2516741156578064,-0.122286800518616,0.7723811009251355,0.17121465504169464,0.17502616345882416,0.44061949849128723,0.016357317566871643,0.04974910616874695,0.002379518591109106,8,0.9999837238817829,True,1,8,42,gelu,0.005,8,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc8_lr0.02.pth,lora,0.1617608219385147,0.15956971049308777,0.40838927030563354,0.32066142559051514,0.44787657260894775,1556.9674072265625,9.673962593078613,0.33968430757522583,-0.9999986093415043,1.7263987235410818,0.14390157163143158,0.14102068543434143,0.3689337968826294,0.01785925030708313,0.03945547342300415,0.009518074364436423,8,0.9997396211428975,True,1,8,42,gelu,0.02,8,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc8_lr0.05.pth,lora,0.14209283888339996,0.1243172436952591,0.29670870304107666,0.23320819437503815,0.44787657260894775,1597.4075927734375,12.417450904846191,0.4229910671710968,-1.0000019037567829,1.726473491155938,0.13425453007221222,0.11630426347255707,0.29359787702560425,0.007838308811187744,0.003110826015472412,0.02379518591109106,8,0.9983832765588703,False,1,8,42,gelu,0.05,8,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc8_lr0.1.pth,lora,0.11685721576213837,0.0975373163819313,0.2696147859096527,0.19181670248508453,0.44787657260894775,1584.1402587890625,14.980453491210938,0.49075254797935486,-1.0000099034979695,1.7264818667831598,0.10550517588853836,0.08535272628068924,0.2624707818031311,0.011352039873600006,0.0071440041065216064,0.04759037182218212,8,0.9937157313713969,False,1,8,42,gelu,0.1,8,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_npc8_vw5.pth,lora,0.20152747631072998,0.20235759019851685,0.48810046911239624,0.41183701157569885,0.44787657260894775,1543.1495361328125,7.4078369140625,0.2701690196990967,-0.6885740824741651,1.6340236116321543,0.17896434664726257,0.17477010190486908,0.4401487112045288,0.022563129663467407,0.04795175790786743,0.004759037182218212,8,0.9999348836032962,True,1,8,42,gelu,0.01,8,l2,0.0,mnist,all,sgd,5.0
exp_b_T1_r8_s42_a149_gelu_tanh.pth,lora,0.04114736616611481,0.029709290713071823,0.19802460074424744,0.08420322835445404,0.7630242109298706,1329.158447265625,17.979339599609375,0.5631377696990967,-1.000012690935856,1.998044430853172,0.020260769873857498,0.01766112446784973,0.1026427149772644,0.02088659629225731,0.09538188576698303,0.03911033532800646,2,0.9647087267811858,False,1,8,42,gelu_tanh,0.01,1,l2,0.0,mnist,,,
